ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
1080,Low,F,M,1,14085.5,N,24,29002.9,26,14501.45,1450.145,6.5,4,7,1450.145,0.0
1081,Low,F,S,0,32962.6,N,24,45004.5,154,22502.25,2250.225,38.5,3,9,2250.225,0.0
1082,High,F,S,0,35000.0,N,23,33003.3,61,16501.65,1650.165,15.25,4,10,0.0,1650.165
1083,High,F,S,2,39000.0,N,22,28002.8,35,14001.4,1400.14,8.75,1,10,0.0,1400.14
1084,Low,F,S,0,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,2,7,700.07,0.0
1085,Low,F,S,2,42000.0,N,19,25772.58,38,12886.29,1288.629,9.5,4,8,1288.629,0.0
1086,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,4,9,1422.6425,0.0
1087,High,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,2,5,0.0,698.07
1088,Low,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,3,8,1050.105,0.0
1089,Low,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,4,7,1474.6475,0.0
1090,Low,F,S,1,2929.13,N,54,14001.4,88,7000.7,700.07,22.0,3,5,700.07,0.0
842,High,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,5,5,0.0,1082.108
843,Low,F,S,2,16938.5,N,43,13351.34,8,6675.67,667.567,2.0,5,5,667.567,0.0
844,High,F,M,0,55221.0,N,47,490.05,15,122.5125,12.25125,2.25,5,17,0.0,24.5025
845,High,F,M,1,8073.11,N,48,28702.87,60,14351.435,1435.1435,15.0,2,5,0.0,1435.1435
846,Low,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,1,5,1212.121,0.0
847,Low,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,3,6,1441.144,0.0
848,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,3,9,0.0,1496.6495
849,High,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,5,5,0.0,1455.6455
850,Low,F,S,0,42760.5,N,53,13471.35,40,6735.675,673.5675,10.0,5,8,673.5675,0.0
851,Low,F,S,1,49072.0,N,62,23502.35,10,11751.175,1175.1175,2.5,4,9,1175.1175,0.0
852,High,F,M,0,27371.8,Y,41,16141.61,126,8070.805,807.0805,31.5,2,9,0.0,807.0805
853,Low,M,M,0,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,4,7,801.08,0.0
854,Medium,F,M,0,95405.7,N,43,7740.77,6,1935.1925,193.51925,0.9,1,15,0.0,193.51925
855,Low,F,S,0,95786.8,Y,46,21332.13,87,10666.065,1066.6065,21.75,5,6,1066.6065,0.0
856,Medium,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,3,15,0.0,21.75225
857,Low,M,S,0,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,2,5,901.09,0.0
858,Medium,F,M,2,56187.0,N,55,8090.81,13,2022.7025,202.27025,1.95,4,11,0.0,202.27025
859,High,F,S,1,42000.0,N,24,23562.36,206,11781.18,1178.118,51.5,5,8,0.0,1178.118
1091,High,F,M,2,41876.6,Y,44,6780.68,132,1695.17,169.517,19.8,1,17,0.0,339.034
1092,Low,M,M,0,96223.4,Y,65,11811.18,5,5905.59,590.559,1.25,2,6,590.559,0.0
1093,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,5,16,0.0,183.5185
1094,High,M,M,0,69168.4,Y,62,14161.42,214,7080.71,708.071,53.5,4,5,0.0,708.071
1095,Medium,M,M,1,92148.5,Y,30,7000.7,100,1750.175,175.0175,15.0,2,15,0.0,175.0175
1096,High,M,M,0,96681.0,Y,20,8000.8,40,2000.2,200.02,6.0,5,18,0.0,400.04
1097,High,M,S,0,62705.9,Y,38,9000.9,6,2250.225,225.0225,0.9,5,15,0.0,450.045
1098,Medium,M,S,0,80221.2,N,29,7000.7,49,1750.175,175.0175,7.35,3,15,0.0,175.0175
1099,High,M,S,0,84479.2,N,39,2000.2,43,500.05,50.005,6.45,1,17,0.0,100.01
1100,Low,F,M,2,64977.4,N,38,28112.81,17,14056.405,1405.6405,4.25,5,9,1405.6405,0.0
1101,Low,F,M,0,77994.0,N,51,12401.24,89,6200.62,620.062,22.25,4,5,620.062,0.0
1102,Low,M,M,2,90103.7,N,35,12231.22,45,6115.61,611.561,11.25,5,8,611.561,0.0
1103,Low,F,M,0,59008.4,Y,30,12861.29,18,6430.645,643.0645,4.5,3,10,643.0645,0.0
1104,Medium,M,S,1,5265.35,N,53,2330.23,23,582.5575,58.25575,3.45,1,12,0.0,58.25575
1105,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,3,15,0.0,125.7625
1106,Low,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,3,9,1070.607,0.0
1107,High,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,3,19,0.0,150.515
1108,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,4,9,0.0,1046.1045
1109,Medium,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,4,13,0.0,82.50825
1110,Low,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,1,7,930.093,0.0
1111,High,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,4,9,0.0,1041.604
1112,Low,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,3,10,1082.108,0.0
1113,Low,F,S,2,16938.5,N,46,13351.34,8,6675.67,667.567,2.0,2,6,667.567,0.0
1114,High,F,M,0,55221.0,N,61,490.05,15,122.5125,12.25125,2.25,1,20,0.0,24.5025
1115,High,F,M,1,8073.11,N,55,28702.87,60,14351.435,1435.1435,15.0,3,5,0.0,1435.1435
1116,High,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,3,7,0.0,1212.121
1117,High,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,4,7,0.0,1441.144
1118,Medium,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,1,10,0.0,1496.6495
1119,High,M,S,1,31952.0,N,34,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1120,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,3,5,1455.6455,0.0
1121,Low,F,S,0,42760.5,N,52,13471.35,40,6735.675,673.5675,10.0,4,6,673.5675,0.0
1122,Low,F,S,1,49072.0,N,42,23502.35,10,11751.175,1175.1175,2.5,1,9,1175.1175,0.0
1123,Low,F,M,0,27371.8,Y,43,16141.61,126,8070.805,807.0805,31.5,3,9,807.0805,0.0
1124,High,M,M,1,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,1,6,0.0,801.08
1125,High,F,M,0,95405.7,N,55,7740.77,6,1935.1925,193.51925,0.9,2,17,0.0,387.0385
1126,High,F,S,0,95786.8,Y,52,21332.13,87,10666.065,1066.6065,21.75,3,5,0.0,1066.6065
1127,Medium,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,5,12,0.0,21.75225
1128,Low,M,D,1,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,4,8,901.09,0.0
1129,Medium,F,M,2,56187.0,N,46,8090.81,13,2022.7025,202.27025,1.95,4,12,0.0,202.27025
1130,High,F,S,1,35089.0,N,24,23562.36,206,11781.18,1178.118,51.5,3,9,0.0,1178.118
1131,Medium,M,M,0,9780.66,N,25,2800.28,11,700.07,70.007,1.65,3,11,0.0,70.007
1132,Low,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,4,7,622.5625,0.0
1133,High,M,M,1,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,3,9,0.0,1326.1325
1134,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,5,7,1011.101,0.0
1135,Medium,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,5,11,0.0,234.5235
1136,High,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,1,17,0.0,482.5485
1137,Low,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,5,10,872.087,0.0
1138,Low,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,1,8,1119.612,0.0
1139,Low,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,5,7,577.0575,0.0
1140,High,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,1,5,0.0,741.574
1141,High,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,5,7,0.0,1022.6025
1142,Low,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,5,9,1472.147,0.0
1143,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,5,8,0.0,1119.112
1144,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,1,10,0.0,802.08
1145,High,M,S,2,21021.6,Y,63,3000.3,11,750.075,75.0075,1.65,4,15,0.0,150.015
1146,High,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,3,7,0.0,1276.6275
1147,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,4,6,1398.64,0.0
1148,Medium,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,4,6,0.0,1139.614
1149,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,2,9,1493.1495,0.0
1150,High,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,1,7,0.0,1386.1385
1151,High,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,1,15,0.0,152.015
1152,High,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,5,7,0.0,1107.611
1153,High,M,M,0,47870.8,Y,27,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1154,High,F,S,2,6440.46,Y,48,22662.27,27,11331.135,1133.1135,6.75,2,8,0.0,1133.1135
1155,Medium,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,4,14,0.0,152.76525
1156,High,M,M,1,5252.29,N,16,2650.27,17,662.5675,66.25675,2.55,2,18,0.0,132.5135
1157,High,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,3,9,0.0,1349.635
1158,High,F,S,0,73228.3,N,53,22472.25,28,11236.125,1123.6125,7.0,1,6,0.0,1123.6125
1159,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,5,10,0.0,652.5655
1160,Low,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,5,7,1496.1495,0.0
1161,High,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,1,7,0.0,1371.137
1162,Low,M,M,1,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,5,10,598.06,0.0
1163,Low,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,3,10,800.58,0.0
1164,High,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,1,6,0.0,518.052
1165,Low,M,M,0,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,2,10,1471.647,0.0
1166,Low,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,5,10,595.5595,0.0
1167,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,2,11,0.0,7.25075
1168,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,2,6,1297.1295,0.0
1169,High,F,M,0,83287.0,N,41,29642.96,90,14821.48,1482.148,22.5,5,7,0.0,1482.148
1170,Medium,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,5,7,0.0,762.5765
1171,Medium,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,1,11,0.0,145.7645
1172,Medium,F,M,1,83287.0,Y,47,6080.61,30,1520.1525,152.01525,4.5,2,15,0.0,304.0305
1173,Low,F,M,1,98680.4,Y,42,17581.76,8,8790.88,879.088,2.0,4,6,879.088,0.0
1174,High,M,M,0,65619.7,Y,46,13561.36,144,6780.68,678.068,36.0,1,5,0.0,678.068
1175,High,F,M,1,95620.3,Y,43,10911.09,93,5455.545,545.5545,23.25,3,8,0.0,545.5545
1176,Low,F,S,0,85275.0,N,47,22482.25,151,11241.125,1124.1125,37.75,2,5,1124.1125,0.0
1177,Low,F,M,1,66921.4,Y,62,15701.57,8,7850.785,785.0785,2.0,2,8,785.0785,0.0
1178,Low,F,M,1,98453.6,Y,41,13721.37,11,6860.685,686.0685,2.75,4,9,686.0685,0.0
1179,High,F,S,2,57420.0,Y,46,25182.52,252,12591.26,1259.126,63.0,4,7,0.0,1259.126
1180,High,M,M,0,66000.0,N,46,3930.39,26,982.5975,98.25975,3.9,1,19,0.0,196.5195
1181,High,M,M,2,47639.1,N,48,17481.75,39,8740.875,874.0875,9.75,5,7,0.0,874.0875
1182,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,3,10,1143.6145,0.0
1183,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,5,10,0.0,124.5125
1184,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,5,10,0.0,1020.602
1185,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,1,8,0.0,617.0615
1186,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,2,13,0.0,218.52175
1187,High,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,3,5,0.0,1097.1095
1188,High,F,S,2,11251.1,Y,53,28422.84,113,14211.42,1421.142,28.25,5,5,0.0,1421.142
1189,High,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,4,18,0.0,76.0075
1190,High,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,1,9,0.0,948.595
1191,Low,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,2,8,947.0945,0.0
1192,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,4,9,1320.132,0.0
1193,High,M,S,2,60095.2,Y,23,1710.17,116,427.5425,42.75425,17.4,1,18,0.0,85.5085
1194,Medium,F,M,1,6946.07,N,20,33003.3,8,16501.65,1650.165,2.0,3,8,0.0,1650.165
1195,High,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,17,0.0,34.5035
1196,High,M,M,0,12387.6,N,56,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1197,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,1,10,0.0,962.096
1198,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,9,850.585,0.0
1199,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,7,543.5545,0.0
1200,High,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,2,8,0.0,1093.6095
1201,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,2,19,0.0,432.5435
1202,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,2,6,0.0,1043.1045
1203,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,2,7,0.0,766.0765
1204,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,2,9,874.5875,0.0
1205,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,5,15,0.0,429.043
1206,High,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,1,5,0.0,557.0555
1207,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,2,19,0.0,120.012
1208,High,M,S,0,15924.2,N,14,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1209,High,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,5,15,0.0,495.0495
1210,High,M,M,2,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,3,19,0.0,279.528
1211,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1212,High,F,M,1,13829.4,N,21,35003.5,160,17501.75,1750.175,40.0,4,7,0.0,1750.175
1213,High,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,3,20,0.0,142.014
1214,High,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,5,8,0.0,1123.1125
1215,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,3,10,0.0,25.7525
1216,Medium,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,3,13,0.0,94.0095
1217,Low,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,3,8,1044.6045,0.0
1218,High,F,S,0,38000.0,N,24,39003.9,262,19501.95,1950.195,65.5,5,9,0.0,1950.195
1219,Low,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,4,8,1110.111,0.0
1220,High,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,2,5,0.0,586.0585
1221,High,M,M,2,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,2,15,0.0,428.043
1222,Medium,F,M,1,32962.6,N,23,59005.9,26,29502.95,2950.295,6.5,3,10,0.0,2950.295
1223,Low,F,S,0,42000.0,N,24,43004.3,154,21502.15,2150.215,38.5,3,5,2150.215,0.0
1224,High,F,S,0,43000.0,N,21,42004.2,61,21002.1,2100.21,15.25,3,10,0.0,2100.21
1225,High,F,S,2,42000.0,N,22,45004.5,35,22502.25,2250.225,8.75,4,7,0.0,2250.225
1226,High,F,S,0,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,3,7,0.0,700.07
1227,High,F,S,2,37000.0,N,23,29002.9,38,14501.45,1450.145,9.5,4,10,0.0,1450.145
1228,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,3,7,1422.6425,0.0
1229,High,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,1,8,0.0,698.07
1230,High,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,1,9,0.0,1050.105
1231,High,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,4,9,0.0,1474.6475
1232,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,4,11,0.0,91.75925
1233,Medium,M,M,1,92148.5,Y,28,4000.4,100,1000.1,100.01,15.0,5,12,0.0,100.01
1234,High,M,M,0,96681.0,Y,20,5000.5,40,1250.125,125.0125,6.0,5,20,0.0,250.025
1235,High,M,S,0,62705.9,Y,33,7000.7,6,1750.175,175.0175,0.9,2,20,0.0,350.035
1236,Medium,M,S,0,80221.2,N,29,910.09,49,227.5225,22.75225,7.35,5,11,0.0,22.75225
1237,Medium,M,S,0,84479.2,N,33,9000.9,43,2250.225,225.0225,6.45,3,11,0.0,225.0225
1238,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,5,15,0.0,251.525
1239,High,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,2,8,0.0,1070.607
1240,Medium,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,3,12,0.0,75.2575
1241,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,5,9,0.0,1046.1045
1242,High,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,2,17,0.0,165.0165
1243,Low,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,1,10,930.093,0.0
1244,Low,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,3,5,1041.604,0.0
1245,Medium,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,5,8,0.0,1082.108
1246,Low,F,S,2,16938.5,N,70,13351.34,8,6675.67,667.567,2.0,4,7,667.567,0.0
1247,Medium,F,M,0,55221.0,N,55,490.05,15,122.5125,12.25125,2.25,4,13,0.0,12.25125
1248,Low,F,M,1,8073.11,N,52,28702.87,60,14351.435,1435.1435,15.0,1,8,1435.1435,0.0
1249,High,M,M,1,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,5,7,0.0,1212.121
1250,High,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,2,10,0.0,1441.144
1251,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,1,6,0.0,1496.6495
1252,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,5,6,1455.6455,0.0
1253,High,F,S,0,42760.5,N,42,13471.35,40,6735.675,673.5675,10.0,5,5,0.0,673.5675
1254,Low,F,S,1,49072.0,N,43,23502.35,10,11751.175,1175.1175,2.5,1,10,1175.1175,0.0
1255,Low,F,M,0,27371.8,Y,46,16141.61,126,8070.805,807.0805,31.5,2,6,807.0805,0.0
1256,High,M,M,0,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,3,7,0.0,801.08
1257,Medium,F,M,0,95405.7,N,46,7740.77,6,1935.1925,193.51925,0.9,3,11,0.0,193.51925
1258,High,F,S,0,95786.8,Y,47,21332.13,87,10666.065,1066.6065,21.75,1,7,0.0,1066.6065
1259,Medium,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,5,11,0.0,21.75225
1260,High,M,S,0,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,4,10,0.0,901.09
1261,High,F,M,2,56187.0,N,48,8090.81,13,2022.7025,202.27025,1.95,5,18,0.0,404.5405
1262,Low,F,S,1,32098.0,N,24,23562.36,206,11781.18,1178.118,51.5,2,8,1178.118,0.0
1263,Low,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,2,8,622.5625,0.0
1264,High,M,M,1,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,1,5,0.0,1326.1325
1265,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,2,5,1011.101,0.0
1266,High,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,3,18,0.0,469.047
1267,Medium,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,4,12,0.0,241.27425
1268,High,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,4,8,0.0,872.087
1269,Low,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,5,6,1119.612,0.0
1270,Low,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,3,7,577.0575,0.0
1271,Medium,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,5,8,0.0,741.574
1272,High,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,1,8,0.0,1022.6025
1273,High,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,5,6,0.0,1472.147
1274,Low,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,2,6,1119.112,0.0
1275,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,4,6,0.0,802.08
1276,High,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,1,16,0.0,187.519
1277,High,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,3,5,0.0,1276.6275
1278,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,1,7,1398.64,0.0
1279,Low,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,5,5,1139.614,0.0
1280,High,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,5,5,0.0,1493.1495
1281,High,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,5,7,0.0,1386.1385
1282,High,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,1,17,0.0,152.015
1283,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,2,6,1107.611,0.0
1284,Low,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,4,6,1472.147,0.0
1285,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,5,9,0.0,1119.112
1286,Low,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,5,10,802.08,0.0
1287,Medium,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,2,10,0.0,93.7595
1288,High,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,2,8,0.0,1276.6275
1289,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,1,6,1398.64,0.0
1290,High,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,4,8,0.0,1139.614
1291,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,1,6,1493.1495,0.0
1292,Medium,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,3,5,0.0,1386.1385
1293,Medium,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,1,13,0.0,76.0075
1294,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,2,5,1107.611,0.0
1295,Low,F,S,2,6440.46,Y,41,22662.27,27,11331.135,1133.1135,6.75,1,7,1133.1135,0.0
1296,High,M,M,1,63900.9,N,28,8360.84,39,2090.21,209.021,5.85,2,17,0.0,418.042
1297,Medium,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,3,12,0.0,152.76525
1298,High,M,S,0,72928.2,N,39,7450.75,196,1862.6875,186.26875,29.4,2,16,0.0,372.5375
1299,Low,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,3,10,1349.635,0.0
1300,High,F,S,0,73228.3,N,43,22472.25,28,11236.125,1123.6125,7.0,2,9,0.0,1123.6125
1301,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,3,5,0.0,652.5655
1302,High,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,1,10,0.0,1496.1495
1303,High,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,4,6,0.0,1371.137
1304,High,M,M,0,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,5,10,0.0,598.06
1305,Low,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,1,6,800.58,0.0
1306,High,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,2,5,0.0,518.052
1307,High,M,M,0,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,5,6,0.0,1471.647
1308,High,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,1,6,0.0,595.5595
1309,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,1,12,0.0,7.25075
1310,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,1,9,1297.1295,0.0
1311,High,F,M,0,77000.0,N,42,29642.96,90,14821.48,1482.148,22.5,3,9,0.0,1482.148
1312,Medium,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,4,5,762.5765,0.0
